,no_protease,c_0.000M,c_0.421M,c_0.842M,c_1.263M,c_1.684M,c_2.105M,c_2.526M,c_2.947M,c_3.368M,c_3.789M,c_4.211M,c_4.632M,c_5.053M,c_5.474M,c_5.895M,c_6.316M,c_6.737M,c_7.158M,c_7.579M,c_8.000M
prot_000285,162,128,223,185,208,114,151,86,38,17,15,1,2,5,16,1,0,0,23,0,3
prot_000286,74,4,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,3,7,2,17
prot_000287,57,44,72,48,71,58,90,54,16,15,21,10,5,2,0,5,0,3,0,0,0
prot_000288,154,118,200,199,226,145,217,138,54,31,20,7,1,3,2,0,0,0,0,12,5
prot_000289,73,9,11,4,2,0,0,0,0,0,1,3,0,5,0,0,6,0,9,0,0
prot_000290,132,104,184,175,198,136,252,276,260,299,368,358,204,126,48,22,7,13,1,10,0
prot_000291,52,4,4,0,0,0,0,2,0,1,1,0,0,0,0,1,0,12,5,4,7
prot_000292,81,84,107,112,110,92,140,154,154,211,241,354,303,362,471,460,331,138,92,87,32
prot_000293,52,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
prot_000294,190,156,283,224,256,188,377,374,376,506,529,786,771,893,1217,1708,2074,2116,2895,4723,4171
prot_000295,119,101,179,140,195,142,233,244,250,324,392,418,453,570,754,999,1223,1230,1623,1992,1436
prot_000296,158,135,233,186,227,144,283,335,341,424,473,624,604,726,926,1379,1582,1312,1179,1106,557
prot_000297,54,46,79,61,70,65,115,110,122,146,142,165,156,130,74,48,14,4,2,9,1
prot_000298,35,33,47,39,69,41,73,63,67,102,123,143,135,159,223,300,300,320,391,348,250
prot_000299,64,44,79,84,74,74,115,131,130,166,144,108,53,35,11,14,4,7,0,0,0
prot_000300,215,184,290,258,337,236,446,420,434,535,669,869,791,1037,1249,1616,1211,989,895,644,255
prot_000301,64,20,12,3,6,1,3,0,0,0,0,0,0,0,2,1,0,8,4,0,0
prot_000302,119,103,153,152,172,113,214,189,140,123,54,37,14,4,7,1,1,0,6,0,25
prot_000303,55,54,78,81,97,41,78,70,30,13,3,3,0,0,4,3,0,0,0,5,0
prot_000304,69,44,87,80,100,58,138,142,153,187,197,233,182,117,57,29,10,6,0,3,4
prot_000305,77,59,102,117,88,77,96,66,30,19,8,2,1,1,0,1,2,0,2,4,30
prot_000306,171,129,232,202,189,76,55,29,3,8,2,0,0,7,0,3,4,0,0,0,0
prot_000307,121,103,145,156,192,132,237,255,221,263,275,297,208,84,56,19,22,4,2,0,0
prot_000308,36,26,25,2,3,0,0,2,0,0,0,1,0,0,1,1,0,1,2,10,0
prot_000309,124,47,33,16,14,9,0,0,0,1,0,1,2,5,0,0,2,0,0,0,36
prot_000310,55,45,84,91,93,49,93,80,51,41,25,8,4,3,3,1,0,0,5,0,0
prot_000311,60,55,99,63,73,45,33,11,2,3,0,0,1,0,1,2,3,0,5,0,0
prot_000312,103,65,64,38,16,6,4,0,0,0,0,4,0,0,0,4,1,0,0,8,0
prot_000313,156,116,219,180,153,78,63,27,3,8,1,0,3,2,3,0,2,0,0,17,0
prot_000314,120,82,125,119,148,57,39,19,2,4,0,0,0,10,0,0,0,0,0,0,17
prot_000315,98,79,116,91,121,60,111,81,41,44,23,7,9,1,2,4,0,0,0,0,15
prot_000316,96,85,116,99,79,25,10,5,0,2,0,2,0,0,4,2,5,0,3,8,0
prot_000317,122,102,159,143,224,161,220,234,258,284,332,400,235,159,115,42,24,1,11,0,0
prot_000318,35,15,32,22,9,4,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
prot_000319,163,123,216,221,251,156,331,348,319,411,457,643,586,714,1041,1468,1713,1868,2404,3941,3637
prot_000320,55,35,77,63,106,67,122,126,90,132,156,228,224,285,291,318,256,107,54,37,13
prot_000321,78,65,123,117,101,76,128,127,93,48,37,30,6,5,0,0,4,3,7,0,0
prot_000322,53,23,62,49,47,11,11,3,0,0,0,2,0,0,0,3,0,0,0,0,0
prot_000323,48,44,58,62,68,51,94,73,49,36,18,7,2,3,0,0,4,0,0,0,4
prot_000324,74,48,102,94,134,73,143,138,151,198,253,300,254,207,198,139,97,46,7,0,17
prot_000325,86,69,121,113,140,65,151,174,170,202,234,313,239,217,185,186,107,34,34,35,5
prot_000326,78,47,121,115,118,81,142,167,135,207,225,300,291,314,268,216,116,71,28,8,12
prot_000327,70,57,122,88,114,69,130,139,76,80,45,24,6,1,0,0,9,0,0,0,0
prot_000328,140,106,198,185,183,131,249,289,253,260,169,136,27,12,12,10,19,9,13,0,0
prot_000329,205,169,231,140,97,17,10,4,0,0,1,3,0,3,0,5,0,0,28,11,0
prot_000330,139,135,192,185,220,137,263,290,268,376,367,491,313,189,145,46,29,11,0,13,8
prot_000331,81,44,56,33,20,7,4,1,2,3,0,1,0,0,1,0,0,0,0,6,0
prot_000332,33,23,38,38,52,24,72,43,53,73,78,89,50,26,16,5,4,1,0,0,1
prot_000333,99,78,143,120,156,112,205,220,201,188,71,33,8,0,1,3,0,0,12,0,0
prot_000334,101,23,23,0,2,0,0,0,0,0,0,0,4,2,0,0,2,0,17,0,0
prot_000335,96,79,135,124,142,99,192,217,196,259,297,384,371,446,544,652,740,741,660,691,427
prot_000336,51,11,7,2,0,0,0,1,0,1,0,1,0,0,2,3,2,4,0,3,9
prot_000337,127,89,153,158,200,128,271,268,229,299,241,171,60,26,26,1,6,7,10,0,8
prot_000338,138,21,10,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
prot_000339,72,55,85,80,111,65,168,138,152,182,205,241,281,362,405,675,652,641,558,539,232
prot_000340,96,35,27,5,4,2,2,0,0,0,0,7,0,1,0,5,0,1,7,5,3
prot_000341,42,30,49,53,82,40,86,85,83,98,110,156,146,219,189,230,177,65,29,15,9
prot_000342,56,43,66,59,97,68,99,96,104,165,167,224,186,273,376,447,429,401,302,311,128
prot_000343,59,54,70,82,72,55,89,86,42,41,12,6,0,3,0,2,1,1,0,6,6
prot_000344,75,67,114,105,111,69,143,160,132,188,233,274,282,240,182,158,67,29,30,33,6
prot_000345,56,44,76,70,89,55,126,134,79,135,167,208,253,202,366,413,348,274,176,114,64
prot_000346,80,66,122,108,143,82,145,139,169,222,204,317,280,289,201,122,40,32,5,0,14
prot_000347,108,58,116,92,79,31,36,10,8,1,2,0,0,6,0,4,5,4,2,5,0
prot_000348,123,90,198,143,186,122,230,268,214,258,231,212,108,73,44,15,0,13,7,17,0
prot_000349,58,7,5,1,1,0,2,1,0,0,1,0,2,0,0,1,0,1,0,2,6
prot_000350,97,58,130,113,147,95,163,121,41,6,1,0,0,0,0,0,0,0,0,0,0
prot_000351,51,28,19,11,2,0,3,0,3,0,1,0,0,3,0,0,0,2,1,0,0
prot_000352,90,64,114,105,149,80,193,171,186,215,264,254,267,255,258,222,135,103,55,61,49
prot_000353,67,53,94,109,109,70,145,115,104,133,128,78,45,26,17,2,6,0,5,9,7
prot_000354,59,42,92,74,85,53,99,37,21,8,7,3,0,0,0,0,0,2,4,19,0
prot_000355,107,76,133,146,166,110,191,123,72,43,11,6,0,0,2,15,3,0,0,14,0
prot_000356,74,71,103,99,94,73,138,132,109,65,26,11,3,0,1,0,0,0,12,0,0
prot_000357,88,68,138,103,131,78,161,191,171,220,204,162,54,9,28,10,0,0,2,0,6
prot_000358,132,107,158,183,205,162,204,148,100,39,31,10,2,1,7,0,0,2,14,0,0
prot_000359,64,47,101,76,106,65,113,122,140,155,150,158,98,74,35,36,18,7,0,22,0
prot_000360,100,92,122,132,174,115,188,224,190,213,300,336,201,140,59,17,14,0,0,29,0
prot_000361,124,31,24,12,1,0,1,2,3,0,0,0,0,0,0,1,10,13,8,0,3
prot_000362,144,34,23,7,9,3,1,2,0,1,0,3,2,1,5,5,6,24,0,0,0
prot_000363,76,9,6,3,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
prot_000364,56,55,75,69,84,65,135,125,111,138,162,175,185,173,156,164,96,35,44,19,12
prot_000365,62,50,79,74,85,46,78,42,31,20,9,3,1,0,6,1,0,0,0,0,0
prot_000366,32,25,46,47,54,43,61,71,63,87,92,121,126,113,118,88,66,22,11,10,0
prot_000367,81,66,136,113,123,89,176,151,134,157,122,68,28,10,1,2,0,17,7,0,0
prot_000368,101,83,104,110,83,43,48,15,3,3,0,0,0,0,0,3,0,0,0,0,2
prot_000369,84,60,102,109,128,73,166,151,196,220,275,376,307,385,568,723,925,924,1082,1510,949
prot_000370,42,39,56,62,78,59,79,83,70,96,122,171,148,190,298,296,364,314,326,343,153
prot_000371,62,59,66,43,23,9,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0
prot_000372,141,115,194,169,156,65,74,40,9,5,3,1,7,1,0,26,0,12,0,0,3
prot_000373,91,67,128,105,83,29,45,17,5,2,2,1,1,4,0,0,0,0,0,3,0
prot_000374,100,31,43,15,5,3,1,1,0,0,3,1,0,2,4,0,0,3,0,0,0
prot_000375,314,91,86,35,12,3,0,2,2,0,0,0,4,1,6,0,25,0,14,0,0
prot_000376,82,75,103,94,110,91,162,169,163,188,205,298,236,180,88,60,7,1,3,0,0
prot_000377,41,26,68,45,52,34,61,46,34,23,15,15,7,1,1,0,0,0,2,2,0
prot_000378,30,33,47,46,60,15,12,9,2,1,1,0,0,0,0,1,1,0,0,0,0
prot_000379,94,70,148,130,144,82,149,168,194,212,167,120,64,31,7,11,8,0,0,0,5
prot_000380,83,62,109,94,135,75,177,143,150,181,112,105,46,46,21,9,12,7,13,0,0
prot_000381,58,44,78,65,87,58,109,119,98,137,168,225,220,323,391,476,419,214,195,121,31
prot_000382,73,43,70,116,104,71,147,160,147,176,197,262,229,222,217,177,51,25,25,0,2
prot_000383,65,51,97,85,100,67,112,117,110,88,91,47,27,12,10,8,0,5,3,0,0
prot_000384,91,62,140,112,92,55,43,23,9,6,0,0,0,0,0,0,0,0,0,7,0
prot_000385,142,111,194,167,212,149,271,273,259,393,455,572,493,726,973,1289,1340,1036,856,559,420
prot_000386,139,97,182,202,231,140,267,273,283,333,271,282,130,61,31,23,6,2,1,0,8
prot_000387,140,132,194,162,221,141,287,302,271,355,442,588,534,649,940,1202,1450,1665,2140,2835,2304
prot_000388,53,13,7,1,3,0,1,0,0,1,1,0,1,0,0,0,4,5,2,6,10
prot_000389,94,69,117,121,159,109,173,202,205,235,260,261,120,49,32,15,5,5,0,1,0
prot_000390,66,51,99,78,112,69,128,84,31,6,5,1,3,0,4,0,0,0,0,0,0
prot_000391,98,17,22,10,1,1,0,0,2,0,0,0,7,0,0,0,3,3,10,4,11
prot_000392,82,72,122,111,139,81,150,171,152,182,188,257,157,104,85,57,45,30,17,16,0
prot_000393,69,42,90,89,105,55,131,176,130,135,140,120,54,16,21,4,3,1,11,2,0
prot_000394,151,4,3,0,2,1,0,0,0,0,1,0,0,0,0,0,10,0,19,30,6
prot_000395,70,52,95,77,102,63,85,58,17,13,5,0,0,0,0,0,2,7,0,7,0
prot_000396,87,83,127,116,127,93,160,166,170,227,277,375,278,402,531,622,499,431,299,254,143
prot_000397,93,61,116,98,83,46,41,37,16,15,2,5,6,0,0,0,5,0,0,0,2
prot_000398,87,65,118,110,123,68,132,89,66,40,22,13,6,1,2,5,0,0,4,0,0
prot_000399,85,62,116,97,132,104,81,43,9,10,1,0,1,0,0,0,2,7,0,2,0
prot_000400,146,109,161,116,103,34,17,11,0,1,1,0,7,4,13,8,15,0,10,0,29
prot_000401,51,41,89,56,79,57,108,116,116,118,152,188,185,221,282,253,187,78,34,37,1
prot_000402,90,69,134,119,133,99,169,199,163,212,271,332,247,204,131,74,47,17,10,15,8
prot_000403,71,16,12,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
prot_000404,62,48,90,75,96,74,140,130,120,160,203,242,239,288,381,420,437,177,141,59,23
prot_000405,126,113,157,161,197,142,256,272,256,321,372,522,404,570,753,865,766,548,357,229,60
prot_000406,121,90,139,110,70,27,17,2,5,2,6,2,6,1,0,5,0,0,24,0,0
prot_000407,66,49,78,74,96,70,134,120,135,166,133,115,30,11,4,0,13,0,8,0,0
prot_000408,124,28,17,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8
prot_000409,38,30,55,59,66,24,79,91,91,105,104,154,152,164,247,333,350,302,296,194,81
prot_000410,81,64,125,104,105,67,165,144,139,147,160,152,81,41,21,6,4,0,0,0,0
prot_000411,49,57,67,77,54,49,98,83,116,116,132,111,55,45,30,9,7,0,1,0,0
prot_000412,64,14,11,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
prot_000413,66,53,104,99,104,63,122,143,149,170,215,254,276,271,320,342,206,114,71,31,26
prot_000414,63,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,17,18
prot_000415,25,23,21,17,9,3,3,0,1,0,0,0,0,1,0,0,1,0,0,6,0
prot_000416,90,37,26,17,8,4,0,1,1,1,0,2,0,1,0,4,1,0,5,11,0
prot_000417,113,84,167,157,195,136,206,220,250,298,320,446,317,282,186,132,68,7,8,7,11
prot_000418,66,47,27,15,3,1,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0
prot_000419,49,33,57,80,76,57,94,98,93,134,156,200,202,211,283,412,326,260,171,145,48
prot_000420,59,62,76,77,97,53,116,108,110,156,193,214,212,231,331,319,279,221,214,163,81
prot_000421,37,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
prot_000422,38,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,4,0,0
prot_000423,111,14,2,6,2,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0
prot_000424,105,86,120,132,167,108,191,189,115,101,54,15,6,3,0,2,3,0,3,0,0
prot_000425,83,73,91,122,148,84,181,159,179,211,242,341,327,404,534,718,782,639,704,743,364
prot_000426,76,55,61,24,11,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
prot_000427,118,77,148,161,188,105,220,217,223,299,337,517,401,496,584,559,405,167,128,48,11
prot_000428,94,6,6,3,0,3,1,1,0,2,0,0,0,0,0,0,0,0,2,6,0
prot_000429,53,45,67,85,82,64,102,101,107,156,170,216,189,185,116,82,40,16,8,11,1
prot_000430,94,69,131,127,135,106,172,198,202,230,286,350,320,444,626,702,867,641,694,513,272
prot_000431,54,42,79,72,91,65,124,101,89,153,160,229,183,212,265,287,173,97,32,32,5
prot_000432,65,60,110,88,109,55,151,149,124,151,209,244,223,222,201,137,64,39,16,2,0
prot_000433,124,94,165,140,194,117,248,257,254,318,378,504,444,485,598,581,396,142,110,110,25
prot_000434,166,8,7,6,0,0,0,0,1,0,0,9,0,0,0,2,4,26,0,14,0
prot_000435,26,15,14,18,10,6,4,0,4,0,0,0,0,1,1,0,0,1,0,0,0
prot_000436,64,19,11,0,0,0,0,2,0,0,0,0,0,2,0,2,0,4,1,0,11
prot_000437,65,45,87,82,89,67,140,115,70,44,37,11,3,5,5,0,0,0,1,9,0
prot_000438,124,95,180,152,166,152,255,266,273,339,344,491,400,513,610,468,246,151,87,71,19
prot_000439,51,31,67,56,79,37,113,106,110,152,138,162,122,103,97,79,56,24,6,25,16
prot_000440,20,11,35,20,29,20,46,45,44,47,57,66,74,44,35,14,9,1,4,3,3
prot_000441,118,35,41,23,13,6,5,4,0,0,0,4,0,3,0,0,0,8,0,0,26
prot_000442,108,91,155,142,158,98,166,222,189,226,292,315,215,180,90,62,28,7,0,0,24
prot_000443,31,19,12,8,4,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0
prot_000444,64,42,71,41,41,16,10,6,0,0,1,0,1,0,0,0,0,2,7,1,3
prot_000445,126,96,145,167,186,136,250,251,265,328,422,522,408,474,535,541,333,154,93,100,55
prot_000446,44,27,72,54,63,52,94,102,83,108,119,169,166,190,304,346,483,475,594,646,512
prot_000447,72,57,106,82,115,69,117,146,139,169,103,83,29,25,13,0,2,0,0,7,5
prot_000448,101,9,4,4,2,2,0,0,0,0,1,0,1,0,0,0,0,4,7,0,8
prot_000449,48,33,76,71,65,46,89,92,92,94,131,126,73,41,45,35,13,6,9,0,13
prot_000450,47,5,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,4,8,2
prot_000451,39,37,49,49,76,36,72,75,87,115,112,147,135,92,70,46,17,8,1,0,1
prot_000452,65,66,98,66,103,58,141,126,138,170,226,250,226,310,364,440,421,327,262,216,103
prot_000453,43,22,15,11,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,9,1
prot_000454,91,12,9,9,2,1,0,1,1,0,0,3,1,0,0,4,0,0,0,0,11
prot_000455,95,45,43,28,18,11,3,4,0,0,0,3,2,0,0,0,9,0,6,25,0
prot_000456,142,97,189,158,220,164,300,250,249,352,448,570,537,632,815,1129,1006,624,511,266,122
prot_000457,192,134,278,219,305,192,269,232,175,132,80,45,16,0,5,3,12,0,0,9,0
prot_000458,69,66,74,77,96,71,135,130,134,137,204,255,257,275,401,515,524,422,409,339,136
prot_000459,63,58,85,101,101,51,109,106,80,51,17,5,5,1,0,5,7,3,2,8,0
prot_000460,66,55,86,91,121,63,118,104,60,39,8,4,0,2,1,0,1,8,10,4,4
prot_000461,60,16,19,18,4,1,1,0,0,1,1,0,0,0,2,0,5,8,1,0,0
prot_000462,87,71,118,100,142,98,161,197,177,237,226,312,317,375,531,841,885,913,1273,1862,1672
prot_000463,69,65,76,42,37,5,9,0,0,0,0,2,0,0,0,3,10,0,0,10,3
prot_000464,83,60,116,92,110,88,167,164,133,148,85,94,58,23,25,3,11,0,0,9,0
prot_000465,42,41,62,51,50,54,85,75,77,59,29,17,4,1,0,0,1,3,0,0,3
prot_000466,61,61,83,60,95,47,115,128,108,101,81,49,21,3,2,0,12,0,4,0,14
prot_000467,92,58,129,110,136,91,187,187,183,226,255,355,338,365,588,534,441,276,126,93,29
prot_000468,68,12,26,10,5,1,1,3,1,4,0,0,0,0,0,4,0,0,0,0,0
prot_000469,37,26,53,70,60,30,48,45,17,9,1,2,0,4,1,0,0,4,0,0,0
prot_000470,89,74,103,125,133,85,127,112,62,60,45,16,6,5,9,4,0,0,0,0,2
prot_000471,57,44,70,59,68,39,60,20,7,2,0,1,0,0,3,0,0,2,0,1,0
prot_000472,108,29,21,5,1,0,1,0,0,0,5,0,0,1,0,0,9,0,0,0,4
prot_000473,102,22,17,9,5,0,6,0,2,1,0,2,3,3,4,2,0,0,0,0,0
prot_000474,25,17,22,19,11,1,2,1,0,0,0,0,0,0,0,2,3,1,0,5,0
prot_000475,102,71,107,48,21,4,0,1,2,0,0,1,0,1,0,7,0,0,3,12,4
prot_000476,83,50,103,99,124,77,87,72,36,22,4,0,1,0,0,0,7,9,4,23,7
prot_000477,35,26,43,38,52,44,69,63,65,52,26,17,7,6,0,0,0,0,8,0,3
prot_000478,125,101,170,157,188,146,256,232,224,287,289,286,156,169,49,45,46,25,0,6,0
prot_000479,44,52,57,53,71,38,40,25,12,6,2,4,0,2,4,2,0,0,11,0,0
prot_000480,105,73,148,128,139,97,166,154,100,69,51,31,13,5,17,6,0,12,0,19,4
prot_000481,61,36,51,24,7,4,0,1,0,0,0,0,0,0,2,1,5,0,0,0,0
prot_000482,45,45,62,57,57,45,105,83,70,78,67,25,14,6,8,2,0,4,0,5,0
prot_000483,181,116,227,134,67,9,5,5,0,2,0,0,3,5,0,11,16,10,0,27,0
prot_000484,37,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1
prot_000485,59,63,65,68,83,59,69,44,18,8,3,0,0,0,1,0,0,1,0,0,5
prot_000486,57,46,68,65,85,52,37,21,9,3,0,0,0,2,0,2,0,9,7,0,0
prot_000487,73,43,46,30,15,6,6,0,5,0,0,0,0,0,0,0,0,4,0,0,0
prot_000488,115,100,158,147,197,114,225,200,173,186,156,94,26,9,15,6,0,0,5,19,8
prot_000489,85,89,100,119,125,68,187,167,180,174,143,160,85,29,44,20,10,15,0,21,0
prot_000490,101,76,145,139,146,112,193,212,177,225,273,401,289,345,382,340,174,97,62,71,17
prot_000491,93,68,119,130,131,111,203,210,195,225,280,334,299,345,449,392,354,206,216,127,62
prot_000492,35,23,46,47,53,38,77,70,70,77,115,110,77,64,48,28,13,6,1,11,0
prot_000493,83,59,140,91,99,44,40,39,9,9,7,1,0,1,0,0,0,5,2,0,0
prot_000494,83,59,116,108,109,83,156,169,145,203,236,306,252,252,164,104,67,40,21,5,3
prot_000495,60,48,89,81,93,64,130,118,115,122,104,80,44,26,14,9,0,0,0,0,5
prot_000496,170,129,235,215,210,151,233,138,90,52,32,32,4,10,0,0,0,4,15,22,5
prot_000497,98,68,129,138,138,96,204,191,188,239,212,197,148,80,38,26,15,14,3,11,1
prot_000498,101,80,119,109,130,44,41,24,7,2,2,0,0,2,0,11,2,6,1,8,17
prot_000499,121,106,185,170,203,113,231,223,167,152,86,58,34,17,1,1,6,10,0,0,27
prot_000500,73,62,94,103,118,79,139,152,154,150,218,294,230,356,406,343,237,148,119,80,33
prot_000501,96,85,136,130,145,102,205,185,185,253,286,383,319,455,519,529,373,207,71,81,19
prot_000502,89,71,110,107,159,75,165,175,196,217,251,342,288,205,213,94,64,3,10,0,12
prot_000503,65,49,94,79,103,74,102,110,45,37,16,17,5,0,6,0,0,0,4,0,0
prot_000504,58,38,77,76,85,69,115,99,105,85,45,39,16,8,12,3,2,4,1,0,0
prot_000505,70,62,110,89,105,74,129,139,134,165,207,258,196,273,232,209,117,45,32,14,19
prot_000506,88,75,104,85,79,54,81,39,36,21,13,9,9,0,3,1,0,0,0,0,29
prot_000507,89,66,141,93,153,82,153,199,171,212,276,362,277,385,401,453,257,132,52,57,22
prot_000508,65,38,120,84,90,62,122,113,76,50,26,16,4,5,4,3,0,0,0,9,0
prot_000509,81,20,12,8,7,2,3,0,0,1,0,1,2,1,4,0,1,0,0,0,3
prot_000510,66,5,7,1,1,1,0,2,0,0,0,0,0,0,1,0,3,10,3,9,11
prot_000511,143,124,163,169,238,160,291,285,263,355,397,593,533,689,808,839,783,435,302,208,64
prot_000512,94,10,6,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
prot_000513,55,42,57,46,12,7,2,2,1,1,0,0,5,0,0,0,0,0,0,0,0
prot_000514,37,32,53,38,44,10,24,13,8,1,1,1,1,0,0,0,0,1,4,1,0
prot_000515,76,31,29,16,10,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3
prot_000516,73,69,98,61,68,26,24,20,4,1,2,0,5,0,0,6,0,5,0,0,5
prot_000517,53,42,75,61,85,54,111,110,93,130,113,115,59,32,14,4,0,0,0,0,0
prot_000518,116,4,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
prot_000519,56,42,76,75,104,63,114,105,139,159,182,230,178,220,204,155,73,42,31,16,13
prot_000520,31,27,45,34,49,32,73,64,62,61,101,106,112,118,93,42,18,9,0,9,2
prot_000521,96,74,98,114,136,75,80,48,21,19,4,5,0,0,2,5,0,0,14,7,4
prot_000522,24,2,6,2,1,0,3,0,0,0,0,0,0,0,1,0,3,1,2,0,2
prot_000523,109,76,153,154,186,104,227,233,178,208,159,87,37,13,12,15,0,0,0,4,12
prot_000524,66,15,10,5,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
prot_000525,80,60,108,99,103,45,56,20,10,6,1,0,0,0,0,0,1,1,10,2,0
prot_000526,82,61,137,102,118,94,176,183,171,214,244,302,289,291,218,102,48,4,4,0,7
prot_000527,82,63,107,100,134,78,166,186,144,209,238,319,337,399,516,720,866,806,1001,1165,764
prot_000528,100,82,126,112,156,101,217,222,195,221,194,200,103,57,19,18,0,0,12,0,4
prot_000529,83,56,100,91,81,26,21,17,5,5,3,0,0,0,0,0,0,13,6,23,0
prot_000530,156,127,220,222,268,167,323,334,324,336,456,548,427,440,373,301,168,63,39,52,9
prot_000531,89,82,120,103,141,94,147,188,179,215,166,159,42,31,14,11,0,0,0,0,0
prot_000532,77,61,99,89,102,54,74,72,29,15,13,16,5,5,0,3,2,3,5,0,12
prot_000533,50,43,56,67,73,46,110,97,81,65,41,12,12,2,0,0,0,0,7,3,0
prot_000534,120,5,3,2,0,0,4,0,0,0,4,0,2,7,0,0,6,4,0,0,0
prot_000535,55,24,40,26,14,5,3,0,0,1,1,0,0,0,0,2,7,0,0,0,0
prot_000536,142,117,174,179,210,155,284,238,169,143,96,38,12,18,0,0,11,0,0,13,6
prot_000537,46,25,15,5,4,3,2,0,0,0,0,1,0,0,0,9,0,3,0,1,0
prot_000538,51,18,22,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
prot_000539,38,29,37,34,77,52,70,81,93,98,60,40,7,5,3,0,0,1,0,0,1
prot_000540,110,88,171,146,168,113,202,226,205,262,324,412,409,517,785,1017,1091,1155,1335,1338,675
prot_000541,68,71,99,95,110,63,156,129,80,45,28,13,2,2,4,1,4,0,0,0,0
prot_000542,113,93,152,143,159,111,191,234,188,292,330,439,470,405,467,371,254,106,53,26,0
prot_000543,58,55,92,74,90,66,111,125,124,137,158,245,217,276,369,492,526,455,414,300,136
prot_000544,98,28,36,11,4,2,4,0,0,2,0,0,0,2,0,2,0,7,3,0,0
prot_000545,99,80,146,137,164,86,150,137,100,72,49,22,11,1,2,5,0,12,0,0,0
prot_000546,82,62,114,93,94,49,51,27,7,5,0,0,1,0,4,1,2,3,8,0,9
prot_000547,89,11,7,2,5,0,1,0,3,0,1,0,0,0,0,0,0,0,2,19,0
prot_000548,73,67,111,89,107,78,151,165,141,166,232,277,250,344,411,409,287,186,129,65,41
prot_000549,57,45,82,58,89,26,45,16,7,0,0,0,0,0,0,1,2,2,7,14,0
prot_000550,37,35,41,54,69,28,61,54,19,11,5,2,1,3,0,0,1,3,2,8,0
prot_000551,98,31,27,12,4,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22
prot_000552,64,36,26,4,3,1,0,1,0,0,2,0,1,0,2,3,6,0,7,8,0
prot_000553,94,81,131,106,150,82,180,171,177,234,280,383,372,446,596,753,921,989,1366,2085,1784
prot_000554,145,10,6,0,0,0,0,0,0,1,0,3,0,0,3,0,8,0,11,4,0
prot_000555,58,43,58,38,36,7,7,0,4,2,0,0,0,0,2,3,0,12,8,6,0
prot_000556,56,47,73,40,19,12,10,4,0,0,0,0,0,1,4,0,0,1,1,0,2
prot_000557,80,66,114,80,120,88,145,126,96,73,38,44,20,6,5,0,2,0,0,4,0
prot_000558,78,57,115,102,100,93,160,164,158,154,176,199,93,60,52,33,22,1,0,8,3
prot_000559,106,85,167,113,147,80,123,42,17,7,2,2,0,0,0,1,1,0,6,0,0
prot_000560,85,7,5,0,0,0,0,0,0,1,0,3,0,0,3,0,3,5,0,1,0
prot_000561,185,101,151,94,62,23,13,8,4,7,0,0,0,4,1,5,5,0,0,5,41
prot_000562,81,66,115,102,136,97,164,188,185,216,225,308,236,273,269,183,111,25,10,21,0
prot_000563,100,95,158,127,195,99,186,175,192,233,199,159,73,36,14,10,2,18,4,10,0
prot_000564,76,61,119,93,143,70,136,108,71,28,15,2,0,0,2,2,2,0,2,0,2
prot_000565,109,79,160,135,147,96,206,231,229,255,354,367,444,509,547,796,740,573,537,418,229
prot_000566,69,68,98,82,121,78,130,128,131,163,200,234,189,106,74,24,9,6,1,4,0
prot_000567,56,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
prot_000568,117,93,162,143,164,93,168,129,110,82,57,60,31,14,25,6,0,1,0,0,0
prot_000569,70,47,105,89,101,72,135,166,101,95,44,51,20,9,7,0,0,0,0,6,8
prot_000570,75,63,81,56,41,8,5,0,1,5,0,0,0,0,0,0,2,4,0,0,1
prot_000571,96,83,130,104,147,115,176,186,176,257,323,347,390,438,596,667,678,460,412,381,130
